"session_id","Total_requests","Total_Bytes","Total_GET_requests","Total_POST_requests","Total_3xx_responses","Total_4xx_responses","per_image_requests","per_css_request","per_js_requests","Depth_SD","Max_requests_per_page","Average_requests_per_page","Max_sequential_request","per_sequential_requests","Session_time","Browsing_speed","SD_request_time"
gq715ms79515gcq39vf91mli6t,58,67744,50,8,0.0,0.0,0.0,0.1206896551724138,0.3448275862068966,0.5707912192154085,12,3.411764705882353,58,1.0,225.0,0.07555555555555556,11.806014811581099
hrbko2t4t14q3pahqltndlolb5,62,71422,44,18,0.0,0.0,0.0,0.06451612903225806,0.08064516129032258,0.8705195979686214,18,3.4444444444444446,62,1.0,302.0,0.059602649006622516,9.134274113447908
nvmlnfhs5v6hehsd81e9mf75cn,49,67506,39,10,0.0,0.0,0.0,0.12244897959183673,0.20408163265306123,0.6176631000172064,12,2.8823529411764706,49,1.0,298.0,0.05704697986577181,15.824079732333896
brrlh9tmiodt2ekkjvn7kcsps0,35,72391,27,8,0.0,0.0,0.0,0.11428571428571428,0.14285714285714285,0.608779307218929,9,2.3333333333333335,35,1.0,254.0,0.05905511811023622,16.155216507622647
s74076j0vtua7ct0fkej7ehmt8,34,42452,25,9,0.0,0.0,0.0,0.029411764705882353,0.14705882352941177,0.5703152773430976,10,2.4285714285714284,34,1.0,309.0,0.045307443365695796,21.116438602159086
9ucesp41db4848uq9h8of7fcgd,40,42762,31,9,0.0,0.0,0.0,0.175,0.125,0.5722761571129799,10,3.076923076923077,40,1.0,148.0,0.08783783783783784,8.352245207128439
k5pg7u2907cb9nk61dd8i15fm2,51,59915,42,9,0.0,0.0,0.0,0.0784313725490196,0.29411764705882354,0.8515314019846457,12,3.1875,51,1.0,170.0,0.09411764705882353,7.602029312835003
ajpjcn74cv2ta0boepifbre3pe,59,104952,46,13,0.0,0.0,0.0,0.05084745762711865,0.1694915254237288,0.759125277171481,15,3.4705882352941178,59,1.0,200.0,0.085,7.8804993155762695
8h83euesdq85f0shmjm34alpln,56,136925,42,14,0.0,0.0,0.0,0.10714285714285714,0.08928571428571429,0.6886006958806729,15,3.111111111111111,56,1.0,301.0,0.059800664451827246,12.239518110261882
p9rb949jj3aci28mne75opl41i,48,54128,35,13,0.0,0.0,0.0,0.0625,0.10416666666666667,0.8267972847076845,14,3.0,48,1.0,208.0,0.07692307692307693,8.718594433100378
hujnm9166tof0hmoeid55a996n,36,47404,27,9,0.0,0.0,0.0,0.08333333333333333,0.1388888888888889,0.517442666949921,10,2.4,36,1.0,294.0,0.05102040816326531,18.317417333723053
t1eo5hqdtq21m7t0gulu2henl0,55,84824,42,13,0.0,0.0,0.0,0.14545454545454545,0.09090909090909091,0.6256236557849182,14,3.235294117647059,55,1.0,230.0,0.07391304347826087,8.58982677164925
ufaj0lbcmqa0l022l9jan5n87l,58,74984,42,16,0.0,0.0,0.0,0.06896551724137931,0.08620689655172414,0.617087247178389,17,3.0526315789473686,58,1.0,242.0,0.07851239669421488,7.779588525229257
q7784rh4612si6454op6l8u8vq,40,54378,30,10,0.0,0.0,0.0,0.1,0.125,0.5809475019311126,11,2.857142857142857,40,1.0,367.0,0.03814713896457766,21.53820733023062
1r170g6lqfoff21od5nn9f976a,43,64146,31,12,0.0,0.0,0.0,0.023255813953488372,0.11627906976744186,0.6135305096871125,13,2.6875,43,1.0,448.0,0.03571428571428571,25.157395286235126
kpedbnklnbmle61jm27kmfnkoh,43,63114,32,11,0.0,0.0,0.0,0.09302325581395349,0.11627906976744186,0.5929092457666029,12,2.6875,43,1.0,332.0,0.04819277108433735,20.15443350313627
4mae49mh8va4g03vjatfn6np9b,49,51209,36,13,0.0,0.0,0.0,0.08163265306122448,0.10204081632653061,0.6149599662579333,14,3.0625,49,1.0,255.0,0.06274509803921569,12.130211216487593
v7qok0dv5ekcaoefquadgka6me,64,78753,49,15,0.0,0.0,0.0,0.203125,0.078125,0.8556738481308167,16,4.0,64,1.0,300.0,0.05333333333333334,9.6515461844204
0p0kaqfmftrtfg0u12rkshrdi9,46,55287,35,11,0.0,0.0,0.0,0.15217391304347827,0.10869565217391304,0.5482400092573256,12,3.066666666666667,46,1.0,211.0,0.07109004739336493,9.878778499909973
eb755astnc2v6cch658lgfrhfh,67,81029,48,19,0.0,0.0,0.0,0.05970149253731343,0.07462686567164178,0.6186382619720211,20,3.526315789473684,67,1.0,288.0,0.06597222222222222,8.55188715382373
gh9s7753br49h4c8g669fucshp,46,60248,35,11,0.0,0.0,0.0,0.15217391304347827,0.10869565217391304,0.5755740128205968,12,3.066666666666667,46,1.0,274.0,0.05474452554744526,13.254952350527132
aqn61ppbjkhm8841j1ofqp0u0a,59,103277,45,14,0.0,0.0,0.0,0.11864406779661017,0.0847457627118644,0.7583680447863422,15,3.2777777777777777,59,1.0,378.0,0.047619047619047616,13.744790870365938
7f2bg9n48opuf4ligvtc1dsopr,55,75735,41,14,0.0,0.0,0.0,0.12727272727272726,0.09090909090909091,0.7304476155127516,15,3.235294117647059,55,1.0,332.0,0.05120481927710843,12.91787153360327
cupcde8stlaqucrpahgnsiv0b2,72,87222,54,18,0.0,0.0,0.0,0.16666666666666666,0.06944444444444445,0.7772815877574012,19,3.789473684210526,72,1.0,379.0,0.05013192612137203,12.567587339788409
ctv63c2o1vk1lmv4ne945ice99,31,33773,23,8,0.0,0.0,0.0,0.03225806451612903,0.16129032258064516,0.5417050201208602,9,2.2142857142857144,31,1.0,15.0,0.9333333333333333,0.9112546381822925
sjfvagsre8ji4h8upib9o466et,13,15279,11,2,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.532938710021193,3,1.3,13,1.0,4.0,2.5,0.6056929133855239
ge787tj6erl5q3dnclfvdsqkbd,19,24168,15,4,0.0,0.0,0.0,0.05263157894736842,0.2631578947368421,0.5210260492953509,5,1.9,19,1.0,8.0,1.25,0.9355994123490092
lh6kl6i9tioe77fp8kgmb1de9m,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
44t7uhcc4rpgu230t5or49f7jj,11,13965,9,2,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,4.0,2.25,0.7713892158398699
3auhkidhn5nqe9bloh2vvl5gbl,11,13562,9,2,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,4.0,2.25,0.7713892158398699
7amjk40eui04f3oru7ovm5jhu0,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
vfjlv1ioacr3n28o6rucf7lkmm,15,15240,12,3,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.5416025603090641,3,1.3636363636363635,15,1.0,7.0,1.5714285714285714,0.8055363982396382
k6p4e7hilkldr6su9hdu6euqi1,13,15347,11,2,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.46153846153846156,3,1.3,13,1.0,4.0,2.5,0.7216024245882199
gsflh76i02fd9bk92ifa8jnc7b,16,18104,13,3,0.0,0.0,0.0,0.0625,0.3125,0.4330127018922193,4,1.6,16,1.0,4.0,2.5,0.5590169943749475
toev2ckdu2lej3tduq92vrkjdt,13,13135,11,2,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.532938710021193,3,1.3,13,1.0,4.0,2.5,0.7216024245882199
psf00pb83ao7pp4jtgtisddl9u,13,17208,11,2,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.42132504423474315,3,1.3,13,1.0,4.0,2.5,0.7216024245882199
gqcjo921gf4ddu9u486h8t2f5l,22,24341,17,5,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.4916660830178166,6,2.2,22,1.0,9.0,1.1111111111111112,0.7780564894828951
vesce05eka45pdoucmgeitgov9,14,25396,12,2,0.0,0.0,0.0,0.07142857142857142,0.35714285714285715,0.5933302759227196,3,1.2727272727272727,14,1.0,5.0,2.2,0.8949974347244047
hkarq9tbvs7j14u8v4bcj814tk,14,15808,11,3,0.0,0.0,0.0,0.07142857142857142,0.35714285714285715,0.5150787536377128,3,1.4,14,1.0,6.0,1.6666666666666667,0.82065180664829
q1o0qkqsoj68iu46sk9t89a8uu,24,32117,18,6,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.4982608642958916,6,1.8461538461538463,24,1.0,14.0,0.9285714285714286,1.114924013354971
ietvvqnp1uipfkgc8kgd09ujb6,40,46748,29,11,0.0,0.0,0.0,0.025,0.125,0.6000000000000001,12,2.6666666666666665,40,1.0,27.0,0.5555555555555556,1.126665433924375
5ptb5f621vhkd415d67ae0cokh,66,77801,46,20,0.0,0.0,0.0,0.015151515151515152,0.07575757575757576,0.7134095373935487,20,3.473684210526316,66,1.0,46.0,0.41304347826086957,1.2181667419540472
epkng315sbnblftuspjvd4sbbj,65,72118,45,20,0.0,0.0,0.0,0.015384615384615385,0.07692307692307693,0.6610015710443334,20,3.0952380952380953,65,1.0,49.0,0.42857142857142855,1.2773863849013583
etqkn9r76ak4hsapgckaq1hhvm,67,84965,47,20,0.0,0.0,0.0,0.014925373134328358,0.07462686567164178,0.6128497064969496,21,3.9411764705882355,67,1.0,49.0,0.3469387755102041,1.2287852216568818
p8dfknpol8hhhn8a1m7nma4o71,61,68869,41,20,0.0,0.0,0.0,0.01639344262295082,0.08196721311475409,0.5910739795842604,20,3.388888888888889,61,1.0,48.0,0.375,1.2818372329393188
jem57j0s9bisf3rankqdkqq10i,61,69627,41,20,0.0,0.0,0.0,0.01639344262295082,0.08196721311475409,0.6036705783449826,20,3.388888888888889,61,1.0,54.0,0.3333333333333333,1.4153532914196314
etn6pa3m0ge0k9arhbqbk697bp,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
ogi1pgmr0qumtrcff44ioga1be,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
jrrvothv142fn0a4gg4a18a31i,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
spilsj4hrtrhrga78ml3kr26la,11,14348,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.38569460791993504,2,1.2222222222222223,11,1.0,51.0,0.17647058823529413,14.661469151689756
mj7og8gp23omgkn21akfqrovp8,10,13202,9,1,0.0,0.0,0.0,0.1,0.5,0.4,2,1.1111111111111112,10,1.0,2.0,4.5,0.6000000000000001
4cn3hvubj72vjjnbi1pgvu6sqc,10,12436,9,1,0.0,0.0,0.0,0.1,0.5,0.4,2,1.1111111111111112,10,1.0,3.0,3.0,0.6403124237432849
9483162ejuaclv2j9gfosa4r5a,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
n1gg8so80f6j2puh8eepovtejl,7,8430,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
sopfl84p8tedp3pg82595v3um8,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
j0ltf13ceqtklcioguthcuj0rn,7,8273,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
clg8qr4r0tfrp2aoistrcutn2s,7,8430,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
lainc2mec0jg4l7ko2itjv1v51,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
uhf23oovvspj8f789efheus9rt,8,9036,7,1,0.0,0.0,0.0,0.125,0.625,0.33071891388307384,1,1.0,8,1.0,50.0,0.16,16.535945694153693
ckd9e55t8j4kp0pe110ie8pkn1,15,15385,13,2,0.0,0.0,0.0,0.2,0.3333333333333333,0.49888765156985887,3,1.5,15,1.0,103.0,0.0970873786407767,17.312294924577607
kvl5lnj0qae6k8o9spaaalti3e,27,29352,22,5,0.0,0.0,0.0,0.2222222222222222,0.18518518518518517,0.546845298527163,6,2.076923076923077,27,1.0,267.0,0.04868913857677903,20.74775013832751
0qtjb0182k597rhbb8lkk1t2h0,27,32966,22,5,0.0,0.0,0.0,0.2222222222222222,0.18518518518518517,0.49690399499995325,6,2.25,27,1.0,270.0,0.044444444444444446,20.889479897076672
1gg7urt9m7ngrt4rqu1q43t5fc,24,24938,19,5,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.4982608642958916,5,2.0,24,1.0,298.0,0.040268456375838924,24.2244997655037
62q04bbiebmir78qdenosuf5bd,12,12565,10,2,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.37267799624996495,2,1.3333333333333333,12,1.0,115.0,0.0782608695652174,21.437732829963362
54r7mtopia1m3eq3mdblr3uuet,24,25541,19,5,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.5253966755382705,5,2.1818181818181817,24,1.0,169.0,0.0650887573964497,13.764323347779294
chdnpom18arqc6pe09283f122h,21,24742,16,5,0.0,0.0,0.0,0.19047619047619047,0.23809523809523808,0.46656947481584343,5,1.9090909090909092,21,1.0,172.0,0.06395348837209303,14.565513894515975
9cau4s7eh4qcl6etgpmfvcrdos,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
3ej2paptt43pk3mtd57opv4qu8,19,21470,16,3,0.0,0.0,0.0,0.21052631578947367,0.2631578947368421,0.44034738238635557,4,1.7272727272727273,19,1.0,158.0,0.06962025316455696,19.208146932675664
t5at6e9e2rorsq2b02760ceoku,11,14437,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,54.0,0.16666666666666666,15.210370537920058
par53k0fasa7h2uflvqs9dph26,11,13514,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,24.0,0.375,6.589498281607318
0654rvnjhnr0pvsi3qa3e16avo,24,27352,19,5,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.4714045207910317,5,2.0,24,1.0,112.0,0.10714285714285714,9.003085890713004
sq4m5q447bh71ls0guhpua2vmr,27,25807,22,5,0.0,0.0,0.0,0.2222222222222222,0.18518518518518517,0.523782800878924,6,2.7,27,1.0,116.0,0.08620689655172414,8.922774916386986
1fsvu7m4pbt9htk9432cnv28mr,27,27052,22,5,0.0,0.0,0.0,0.2222222222222222,0.18518518518518517,0.4969039949999533,6,2.076923076923077,27,1.0,123.0,0.10569105691056911,9.6966329907873
97hf7ciplt2k54f5j6109nekn0,47,53257,29,18,0.0,0.0,0.0,0.06382978723404255,0.2978723404255319,0.3470107751127679,18,3.357142857142857,47,1.0,702366.0,1.9932627718312105e-05,98087.30096063849
cceljn2e7ecb19s42bpvsokrq0,17,14118,7,10,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.23529411764705885,10,2.125,17,1.0,35.0,0.22857142857142856,2.9399997646117177
mk2oavmggeb3d3t0lsqar5fhts,48,64516,38,10,0.0,0.0,0.0,0.22916666666666666,0.10416666666666667,0.5527707983925666,11,2.823529411764706,48,1.0,530.0,0.03207547169811321,21.976273506266303
dtte64c3b0pc9n7nr1nm179kt1,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
d6ouj448p4o7p49lstgcp3uqi6,7,8430,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
ned2e4odat4grp3hljtn1dv74t,16,18201,13,3,0.0,0.0,0.0,0.0625,0.3125,0.5266343608235224,4,1.4545454545454546,16,1.0,24.0,0.4583333333333333,3.4460121880225554
pg2b3a3g23i6na799pq3h8ek1h,13,15878,11,2,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.42132504423474315,3,1.3,13,1.0,3.0,3.3333333333333335,0.5756395979652217
520pmodf6t9q95sb811308fdi0,13,15764,11,2,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.532938710021193,3,1.3,13,1.0,11.0,0.9090909090909091,2.4129826371320187
hv911a12gbfif0squf2mli3oe1,23,27497,17,6,0.0,0.0,0.0,0.043478260869565216,0.21739130434782608,0.5289358721998452,6,1.7692307692307692,23,1.0,23.0,0.5652173913043478,2.245768968720862
adk13b9499iaidviol33qkfpr5,11,11428,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.4453617714151233,2,1.2222222222222223,11,1.0,9.0,1.0,2.289032420366213
ahbbi2bs6905fsso0trskkuuo4,11,13200,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,7.0,1.2857142857142858,2.012358511016241
3efd8lf96ehp33fgbmbr4340tb,20,26196,16,4,0.0,0.0,0.0,0.1,0.25,0.5099019513592785,5,1.8181818181818181,20,1.0,29.0,0.3793103448275862,3.3686050525402944
8c91pr6as5t1m4labd9cask130,11,13357,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,6.0,1.5,1.7248787237282068
9sohj8hb76hucpg28n02gctf8m,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
ofq2s5jou43oeoe4g0ug7lagth,11,11428,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.4453617714151233,2,1.2222222222222223,11,1.0,10.0,0.9,2.2745447278539643
c6c2qo9e5n0m9d1708ejkbtt41,49,85529,38,11,0.0,0.0,0.0,0.22448979591836735,0.10204081632653061,0.5581548706602998,11,2.8823529411764706,49,1.0,154.0,0.11038961038961038,6.505884306706116
37c1p9a3j6s14c1t90gdbgjle5,62,77514,42,20,0.0,0.0,0.0,0.03225806451612903,0.08064516129032258,0.643546365911613,20,3.263157894736842,62,1.0,249.0,0.07630522088353414,6.256588618779487
mnnl0t00i39d68sebkf3oa05k4,78,78875,58,20,0.0,0.0,0.0,0.23076923076923078,0.0641025641025641,0.5153782369805584,20,4.588235294117647,78,1.0,155.0,0.10967741935483871,4.507809718140711
t3so1hoe1lgdsm1b18pml4ou67,63,62563,43,20,0.0,0.0,0.0,0.015873015873015872,0.07936507936507936,0.6281383789653772,20,3.7058823529411766,63,1.0,47.0,0.3617021276595745,1.1542640611236725
3n2l49snas8412o73vesnrhamu,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
20jivuatdk4e12e8kv9amk558n,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
qdnoqn2ulpp7staf7u1pfv4g49,73,76316,55,18,0.0,0.0,0.0,0.2328767123287671,0.0684931506849315,0.5323112117185055,18,4.866666666666666,73,1.0,102.0,0.14705882352941177,2.481381221794406
j9cljd6f2f9lmo7ce5uht8pdpt,56,70070,44,12,0.0,0.0,0.0,0.23214285714285715,0.08928571428571429,0.5598719788068172,13,3.111111111111111,56,1.0,491.0,0.03665987780040733,16.9357937426587
gsqncecv3qqfj2rqj1tji3j4d9,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
3s2on00ho4bp1291c5q0avn7ov,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
gsd3nedjgf2f0bmitnttcsi2er,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
rrfi384f5fj7qouphcasrdgitg,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
a9iq1g2efd77vvh3t2enf44bqt,52,62302,40,12,0.0,0.0,0.0,0.23076923076923078,0.09615384615384616,0.5044183480232309,12,3.7142857142857144,52,1.0,1290.0,0.010852713178294573,45.27991508449603
o1592k96pcf168anr3cahqlmo5,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
d8b1l12au9le8la2r9g56rbqjk,9,9485,7,2,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.3142696805273545,2,1.125,9,1.0,45.0,0.17777777777777778,9.3571125650788
0gcm09cd38usjvnjipmqleh0dj,15,17435,13,2,0.0,0.0,0.0,0.2,0.3333333333333333,0.49888765156985887,3,1.5,15,1.0,48.0,0.20833333333333334,8.158431221748456
d5rks36vj7pirvrp0qp1ferae2,8,9036,7,1,0.0,0.0,0.0,0.125,0.625,0.33071891388307384,1,1.0,8,1.0,22.0,0.36363636363636365,7.275816105427624
vbmbg6ejpdtf9ttpnd227e416f,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
vbkgr0r0pcvu28i2q3ie6lbq9q,11,13357,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,23.0,0.391304347826087,6.612035107624793
q2kp94bt0rcv9b356cqsc3jca3,11,14123,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,23.0,0.391304347826087,6.612035107624793
jimd0j115fjodk0qn9bp6cmsd0,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
rpfu606etvajji75o9a62sr0go,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
820l2cbf9vie0l802j6kaufmki,32,44887,24,8,0.0,0.0,0.0,0.03125,0.15625,0.582961190818051,9,2.1333333333333333,32,1.0,84.0,0.17857142857142858,8.568656545806933
vklod2mbntvm2ov1d5fk9834i6,20,22753,15,5,0.0,0.0,0.0,0.05,0.25,0.5722761571129799,5,1.8181818181818181,20,1.0,56.0,0.19642857142857142,7.730459236035074
73jcbd2j5ic2n99vkl17qleu1a,24,27298,19,5,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.4330127018922193,5,2.1818181818181817,24,1.0,113.0,0.09734513274336283,14.590176965646746
vqrt3maidth9lr4df2egocd88g,27,30583,22,5,0.0,0.0,0.0,0.2222222222222222,0.18518518518518517,0.5237828008789241,6,2.076923076923077,27,1.0,18.0,0.7222222222222222,1.4142135623730951
kph5igjl88pqeoa3ghjdcsmket,24,23808,19,5,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.4982608642958916,5,2.0,24,1.0,28.0,0.42857142857142855,2.8087165910587863
a8duimjme0djns231vj9sjarrg,12,14483,10,2,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.3726779962499649,2,1.3333333333333333,12,1.0,103.0,0.08737864077669903,19.20268355088829
ln5iinme0hni1rh2cln76shhm2,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
9pvtp90v03esqdog93a196fpsr,7,8430,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
tqrlpkilcautmkh72gt9vnonhk,7,8430,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
k0lmsmgdnlrmttlg6qpnilufp2,11,13200,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.385694607919935,2,1.2222222222222223,11,1.0,9.0,1.0,1.9917183909278766
d5srkhubf3bpjjqoo5j9r7vbbi,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
d2kr30adn4nnke33ank1mejhat,11,11585,10,1,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.4453617714151233,2,1.2222222222222223,11,1.0,8.0,1.125,2.2998382983042753
l37rc0p4ont4j69ossmdekn9re,7,8430,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
1b5jo142dddav6pjjok6jecpj4,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
abj6g3lq8sffehp74cediejsmd,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
tr49as2b6usmesqvnee1l25rpk,7,8587,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
29qvj8g1h6snmr2e3gjll5t3m1,61,75664,44,17,0.0,0.0,0.0,0.08196721311475409,0.08196721311475409,0.6483186863372193,17,3.05,61,1.0,198.0,0.10101010101010101,6.261136275927478
18ldmki7l8n9ts6jn32uh9ulli,20,29922,17,3,0.0,0.0,0.0,0.2,0.25,0.5722761571129799,4,1.6666666666666667,20,1.0,25.0,0.48,2.9979159427842537
e7i1hudnqbm6kqnah699qbek4m,20,22568,16,4,0.0,0.0,0.0,0.1,0.25,0.45825756949558394,5,1.6666666666666667,20,1.0,23.0,0.5217391304347826,2.3081377775167584
65gksr107mc8mcoqq7ko7h6as3,23,23277,18,5,0.0,0.0,0.0,0.08695652173913043,0.21739130434782608,0.5635426694267704,6,1.9166666666666667,23,1.0,28.0,0.42857142857142855,2.321103967832894
qur2rjfuop46r89eoifcj6onod,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
ct6bddia53ch2jdj6ohppojv6k,22,27965,17,5,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.5749595745760689,6,1.6923076923076923,22,1.0,56.0,0.23214285714285715,5.202510519208907
79dekskk8s6nltekcg3hqcsbfi,26,27085,19,7,0.0,0.0,0.0,0.038461538461538464,0.19230769230769232,0.5384615384615384,7,2.0,26,1.0,14.0,0.9285714285714286,0.8426500884694864
ktvnpmoa2vkkhe39b466k5717p,208,309751,208,0,0.052884615384615384,0.0,0.0,0.11057692307692307,0.40865384615384615,0.5109742405994777,29,8.0,208,1.0,-2089251.0,-1.2444651217110822e-05,1060098.1702032906
fhob1hm9t3bm6ea9fm9fppec77,46,92040,46,0,0.0,0.0,0.0,0.021739130434782608,0.10869565217391304,0.8008148024519071,7,1.7037037037037037,46,1.0,6102.0,0.004424778761061947,539.6965015632601
2lh3e8j6so3e98fpi0v05du393,10,17580,10,0,0.0,1.0,0.0,0.0,0.0,1.004987562112089,1,1.0,10,1.0,2.0,5.0,0.4000000000000001
9bvku70nb705599io3hdlhe0g6,37,60554,37,0,0.0,0.0,0.0,0.05405405405405406,0.2702702702702703,0.5871773238486604,4,1.608695652173913,37,1.0,-663061.0,-3.468760792747575e-05,107725.61191048616
